id_user_hash,user_hospital,user_specialty,user_subspecialty,user_education_level,user_gender,user_age_range,is_user_working,user_created_at,id_exam,exam_created_at,id_case,id_question,user_answer,is_user_answer_correct,country_user_made_the_exam,city_user_made_the_exam
ff42a59f295917afb768e4cee35e34d3dd9d8ae26ecb22e0573ae69391c1efb9,"ISSSTE, Puebla",Cardiología Clínica,Cardiología Intervencionista,Residente de especialidad R1,Hombre,33-37,Sí,2025-01-09 17:31:33,472184843462,2025-01-13 2:25:53,386275999557,925556067959,Menor mortalidad  y hospitalizaciones por causa cardiovascular,CORRECTA,MX,Xalapa
06d2bd093820c094f1dbd135a4c41cfb4a03081d276b496b315c0d29db18532b,"Instituto Nacional de Cardiología, SS",Cardiología Clínica,Electrofisiología,Residente de especialidad,Hombre,23-27,NULL,2023-10-27 2:55:02,697858377430,2025-01-13 4:13:22,748494876443,547616819672,Canagliflozina,CORRECTA,MX,Mexico City
ff3f5f1f6793d73b97fce7a72434c83be222c064be12fc1f5c4412aac4f6569f,"UMAE Hospital de Especialidades Lic. Manuel Ávila Camacho, IMSS Puebla",Cardiología Clínica,Cardiología Intervencionista,Residente de especialidad R3,Hombre,28-32,NULL,2024-12-16 16:34:58,475586092764,2025-01-13 6:34:12,386275999557,925556067959,Menor mortalidad  y hospitalizaciones por causa cardiovascular,CORRECTA,MX,Guadalupe
fa93a131d9175f0e5c32f8f0414b9f6aef497db5ab918514c574ac30a8ea75ed,"UMAE Hospital de Especialidades CMN La Raza, IMSS",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,875525061152,2025-01-13 6:42:24,156104737096,378135937744,Disminución de la mortalidad por cualquier causa,INCORRECTA,MX,Mexico City
fa93a131d9175f0e5c32f8f0414b9f6aef497db5ab918514c574ac30a8ea75ed,"UMAE Hospital de Especialidades CMN La Raza, IMSS",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,875525061152,2025-01-13 6:42:24,323283717965,959549851334,Canagliflozina,CORRECTA,MX,Mexico City
fa93a131d9175f0e5c32f8f0414b9f6aef497db5ab918514c574ac30a8ea75ed,"UMAE Hospital de Especialidades CMN La Raza, IMSS",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,875525061152,2025-01-13 6:42:24,358933197576,833315648609,Canagliflozina,CORRECTA,MX,Mexico City
517ad0b48d7f850438d0660ca22789538c97a9d1e0c09938c909f008936881af,"Hospital Regional “Valentín Gómez Farías”, ISSSTE, Guadalajara",Cardiología Clínica,Ecocardiografía Adultos,Residente de especialidad,Hombre,28-32,Sí,2024-01-04 14:42:47,244862890345,2025-01-13 13:49:03,243945703533,765029757188,Canagliflozina,CORRECTA,MX,Zapopan
220091553e9f5e3aa1d721f20aac637e94cf3c78a35d5260c79b6ebfb1691e44,"Hospital Regional 1º de Octubre, ISSSTE",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,618838126884,2025-01-13 17:35:13,880544085300,261946534433,Canagliflozina,CORRECTA,MX,Gustavo Adolfo Madero
220091553e9f5e3aa1d721f20aac637e94cf3c78a35d5260c79b6ebfb1691e44,"Hospital Regional 1º de Octubre, ISSSTE",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,618838126884,2025-01-13 17:35:13,386275999557,925556067959,Menor mortalidad  y hospitalizaciones por causa cardiovascular,CORRECTA,MX,Gustavo Adolfo Madero
220091553e9f5e3aa1d721f20aac637e94cf3c78a35d5260c79b6ebfb1691e44,"Hospital Regional 1º de Octubre, ISSSTE",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,618838126884,2025-01-13 17:35:13,882023612816,127545465920,Canagliflozina,CORRECTA,MX,Gustavo Adolfo Madero
220091553e9f5e3aa1d721f20aac637e94cf3c78a35d5260c79b6ebfb1691e44,"Hospital Regional 1º de Octubre, ISSSTE",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,618838126884,2025-01-13 17:35:13,312955657979,921520581524,Canagliflozina,CORRECTA,MX,Gustavo Adolfo Madero
220091553e9f5e3aa1d721f20aac637e94cf3c78a35d5260c79b6ebfb1691e44,"Hospital Regional 1º de Octubre, ISSSTE",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,618838126884,2025-01-13 17:35:13,243945703533,765029757188,Canagliflozina,CORRECTA,MX,Gustavo Adolfo Madero
220091553e9f5e3aa1d721f20aac637e94cf3c78a35d5260c79b6ebfb1691e44,"Hospital Regional 1º de Octubre, ISSSTE",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,618838126884,2025-01-13 17:35:13,156104737096,378135937744,Evitar el deterioro de la función renal y mejoría de los desenlaces renales,CORRECTA,MX,Gustavo Adolfo Madero
220091553e9f5e3aa1d721f20aac637e94cf3c78a35d5260c79b6ebfb1691e44,"Hospital Regional 1º de Octubre, ISSSTE",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,618838126884,2025-01-13 17:35:13,373327222341,632458155555,Menor requirimiento dialítico y mortalidad por causa renal,CORRECTA,MX,Gustavo Adolfo Madero
bdaeb2d8853db59ffa0719a047c11b30aa1477dee8f3da92cdbf47d61d6a27b0,"Hospital Regional “Valentín Gómez Farías”, ISSSTE, Guadalajara",Cardiología Clínica,Ecocardiografía Adultos,Residente de especialidad R3,Mujer,28-32,Sí,2024-01-04 2:14:04,649940189540,2025-01-13 18:25:33,882023612816,127545465920,Canagliflozina,CORRECTA,MX,Zapopan
bdaeb2d8853db59ffa0719a047c11b30aa1477dee8f3da92cdbf47d61d6a27b0,"Hospital Regional “Valentín Gómez Farías”, ISSSTE, Guadalajara",Cardiología Clínica,Ecocardiografía Adultos,Residente de especialidad R3,Mujer,28-32,Sí,2024-01-04 2:14:04,649940189540,2025-01-13 18:25:33,880544085300,261946534433,Canagliflozina,CORRECTA,MX,Zapopan
cbb7823ed654c7fc15190d8f2552defb4ca22ff788c605feff1e00dad26ee7fd,"Instituto Nacional de Cardiología, SS",Cardiología Clínica,Electrofisiología,Residente de especialidad,Hombre,33-37,NULL,2023-10-28 14:39:23,313748771083,2025-01-13 18:37:01,307921826773,987554236949,Suspender dapagliflozina e iniciar canagliflozina,CORRECTA,MX,Mexico City
ba34e4ddf9f7f8fc0d0e711387ae7a60be4b81a404a20fab8d2307aceba31cfa,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,Cardiología Intervencionista,Residente de especialidad,Hombre,28-32,NULL,2024-05-06 19:36:35,627697946752,2025-01-13 18:46:37,314917785212,245322391374,Canagliflozina,CORRECTA,MX,Monterrey
ff66e1eb1a86f83ba0f18af6d7f03b40d43957cca26747899a53ce6ba408026c,Hospital Civil de Guadalajara Fray Antonio Alcalde,Cardiología Clínica,Cardiología Intervencionista,Residente de especialidad,Hombre,33-37,NULL,2023-10-28 23:50:26,459985814236,2025-01-13 18:47:30,274993632305,508538415750,Cetoacidosis euglucémica,INCORRECTA,MX,Tlaquepaque
fa93a131d9175f0e5c32f8f0414b9f6aef497db5ab918514c574ac30a8ea75ed,"UMAE Hospital de Especialidades CMN La Raza, IMSS",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,541522896938,2025-01-13 20:41:21,373327222341,632458155555,Menor requirimiento dialítico y mortalidad por causa renal,CORRECTA,MX,Mexico City
8150591466e700cd3171d7ad6a0d74defb84b722299a29b6709e083cabcc255d,"UMAE Hospital de Cardiología CMN SXXI, IMSS",NULL,NULL,Residente de especialidad R3,Hombre,28-32,Sí,2024-01-31 2:10:58,242732228050,2025-01-14 5:15:51,312955657979,921520581524,Canagliflozina,CORRECTA,MX,Cuauhtémoc
fa93a131d9175f0e5c32f8f0414b9f6aef497db5ab918514c574ac30a8ea75ed,"UMAE Hospital de Especialidades CMN La Raza, IMSS",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,197519271813,2025-01-14 6:27:52,722635827435,464294931925,Suspender glimepirida e iniciar canagliflozina,CORRECTA,MX,Miguel Hidalgo
fa93a131d9175f0e5c32f8f0414b9f6aef497db5ab918514c574ac30a8ea75ed,"UMAE Hospital de Especialidades CMN La Raza, IMSS",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,197519271813,2025-01-14 6:27:52,373327222341,632458155555,Menor requirimiento dialítico y mortalidad por causa renal,CORRECTA,MX,Miguel Hidalgo
13f6c9f912c9525519a2d6cf535dce907ed969f5d187c513d428a02ffce2f803,"UMAE Hospital de Especialidades CMN La Raza, IMSS",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,882713798623,2025-01-14 13:56:54,323283717965,959549851334,Canagliflozina,CORRECTA,MX,Mexico City
91139ffed6311adeb4a4777743f7b4aaafa84ad4d257c8233a2d5c5edf5ec351,"Centro Médico Nacional 20 de Noviembre, ISSSTE",Cardiología Clínica,Rehabilitación Cardiaca,Residente de especialidad,Hombre,28-32,NULL,2023-10-27 17:40:37,553644822315,2025-01-14 14:10:39,244557541550,763613203988,100 mg cada 12 horas,INCORRECTA,MX,Veracruz
8150591466e700cd3171d7ad6a0d74defb84b722299a29b6709e083cabcc255d,"UMAE Hospital de Cardiología CMN SXXI, IMSS",NULL,NULL,Residente de especialidad R3,Hombre,28-32,Sí,2024-01-31 2:10:58,921032688431,2025-01-14 14:50:34,811397706897,132361979824,Canagliflozina,CORRECTA,MX,Mexico City
8150591466e700cd3171d7ad6a0d74defb84b722299a29b6709e083cabcc255d,"UMAE Hospital de Cardiología CMN SXXI, IMSS",NULL,NULL,Residente de especialidad R3,Hombre,28-32,Sí,2024-01-31 2:10:58,921032688431,2025-01-14 14:50:34,871493591896,881768064506,Infección de vías urinarias,CORRECTA,MX,Mexico City
0097f889300ff81a33fdec4e703a967df42f2dcc1ee24dc6f3e99dd65ff8cc29,"Centro Médico Nacional 20 de Noviembre, ISSSTE",Cardiología Clínica,Cardiología Intervencionista,Residente de especialidad,Hombre,28-32,NULL,2024-01-05 4:53:33,178344634733,2025-01-15 0:52:47,861215446355,804701181790,Canagliflozina,CORRECTA,MX,Zapopan
0097f889300ff81a33fdec4e703a967df42f2dcc1ee24dc6f3e99dd65ff8cc29,"Centro Médico Nacional 20 de Noviembre, ISSSTE",Cardiología Clínica,Cardiología Intervencionista,Residente de especialidad,Hombre,28-32,NULL,2024-01-05 4:53:33,178344634733,2025-01-15 0:52:47,235094532884,295543149769,Cetoacidosis euglucémica,INCORRECTA,MX,Zapopan
0097f889300ff81a33fdec4e703a967df42f2dcc1ee24dc6f3e99dd65ff8cc29,"Centro Médico Nacional 20 de Noviembre, ISSSTE",Cardiología Clínica,Cardiología Intervencionista,Residente de especialidad,Hombre,28-32,NULL,2024-01-05 4:53:33,178344634733,2025-01-15 0:52:47,732853430059,728742011873,Canagliflozina,CORRECTA,MX,Zapopan
0097f889300ff81a33fdec4e703a967df42f2dcc1ee24dc6f3e99dd65ff8cc29,"Centro Médico Nacional 20 de Noviembre, ISSSTE",Cardiología Clínica,Cardiología Intervencionista,Residente de especialidad,Hombre,28-32,NULL,2024-01-05 4:53:33,178344634733,2025-01-15 0:52:47,748494876443,547616819672,Canagliflozina,CORRECTA,MX,Zapopan
0097f889300ff81a33fdec4e703a967df42f2dcc1ee24dc6f3e99dd65ff8cc29,"Centro Médico Nacional 20 de Noviembre, ISSSTE",Cardiología Clínica,Cardiología Intervencionista,Residente de especialidad,Hombre,28-32,NULL,2024-01-05 4:53:33,178344634733,2025-01-15 0:52:47,243945703533,765029757188,Canagliflozina,CORRECTA,MX,Zapopan
0097f889300ff81a33fdec4e703a967df42f2dcc1ee24dc6f3e99dd65ff8cc29,"Centro Médico Nacional 20 de Noviembre, ISSSTE",Cardiología Clínica,Cardiología Intervencionista,Residente de especialidad,Hombre,28-32,NULL,2024-01-05 4:53:33,178344634733,2025-01-15 0:52:47,426786236151,467374717828,Canagliflozina,CORRECTA,MX,Zapopan
0097f889300ff81a33fdec4e703a967df42f2dcc1ee24dc6f3e99dd65ff8cc29,"Centro Médico Nacional 20 de Noviembre, ISSSTE",Cardiología Clínica,Cardiología Intervencionista,Residente de especialidad,Hombre,28-32,NULL,2024-01-05 4:53:33,178344634733,2025-01-15 0:52:47,156104737096,378135937744,Evitar el deterioro de la función renal y mejoría de los desenlaces renales,CORRECTA,MX,Zapopan
0097f889300ff81a33fdec4e703a967df42f2dcc1ee24dc6f3e99dd65ff8cc29,"Centro Médico Nacional 20 de Noviembre, ISSSTE",Cardiología Clínica,Cardiología Intervencionista,Residente de especialidad,Hombre,28-32,NULL,2024-01-05 4:53:33,178344634733,2025-01-15 0:52:47,386275999557,925556067959,Menor mortalidad  y hospitalizaciones por causa cardiovascular,CORRECTA,MX,Zapopan
0097f889300ff81a33fdec4e703a967df42f2dcc1ee24dc6f3e99dd65ff8cc29,"Centro Médico Nacional 20 de Noviembre, ISSSTE",Cardiología Clínica,Cardiología Intervencionista,Residente de especialidad,Hombre,28-32,NULL,2024-01-05 4:53:33,178344634733,2025-01-15 0:52:47,247539514570,836427972263,100 mg cada 24 horas,CORRECTA,MX,Zapopan
0097f889300ff81a33fdec4e703a967df42f2dcc1ee24dc6f3e99dd65ff8cc29,"Centro Médico Nacional 20 de Noviembre, ISSSTE",Cardiología Clínica,Cardiología Intervencionista,Residente de especialidad,Hombre,28-32,NULL,2024-01-05 4:53:33,178344634733,2025-01-15 0:52:47,172868572776,730859639732,Suspender dapagliflozina e iniciar canagliflozina,CORRECTA,MX,Zapopan
fa93a131d9175f0e5c32f8f0414b9f6aef497db5ab918514c574ac30a8ea75ed,"UMAE Hospital de Especialidades CMN La Raza, IMSS",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,229482814089,2025-01-15 6:14:48,307921826773,987554236949,Suspender dapagliflozina e iniciar canagliflozina,CORRECTA,MX,Miguel Hidalgo
fa93a131d9175f0e5c32f8f0414b9f6aef497db5ab918514c574ac30a8ea75ed,"UMAE Hospital de Especialidades CMN La Raza, IMSS",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,251424237441,2025-01-15 6:28:59,101715648550,597822451490,Canagliflozina,CORRECTA,MX,Miguel Hidalgo
e4a975e7ca07eb9ef074442a68bfc25a2dcf1ed9b543695f01674323b5e5add2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-09-05 0:26:29,149604967322,2025-01-16 1:24:34,386275999557,925556067959,Menor mortalidad  y hospitalizaciones por causa cardiovascular,CORRECTA,MX,San Nicolás de los Garza
e84e5fcd448dcb6218f0f7903edbb409e7685c36ce7afe1719ae9418625460c3,"Hospital Central Sur de Alta Especialidad, PEMEX",Cardiología Clínica,Cardiología Intervencionista,Residente de especialidad R3,Hombre,28-32,NULL,2024-10-15 1:34:54,243012268240,2025-01-16 2:46:30,247539514570,836427972263,100 mg cada 24 horas,CORRECTA,MX,Álvaro Obregón
e84e5fcd448dcb6218f0f7903edbb409e7685c36ce7afe1719ae9418625460c3,"Hospital Central Sur de Alta Especialidad, PEMEX",Cardiología Clínica,Cardiología Intervencionista,Residente de especialidad R3,Hombre,28-32,NULL,2024-10-15 1:34:54,243012268240,2025-01-16 2:46:30,299836327154,353241764011,Glimepirida,INCORRECTA,MX,Álvaro Obregón
e84e5fcd448dcb6218f0f7903edbb409e7685c36ce7afe1719ae9418625460c3,"Hospital Central Sur de Alta Especialidad, PEMEX",Cardiología Clínica,Cardiología Intervencionista,Residente de especialidad R3,Hombre,28-32,NULL,2024-10-15 1:34:54,243012268240,2025-01-16 2:46:30,373327222341,632458155555,Menor requirimiento dialítico y mortalidad por causa renal,CORRECTA,MX,Álvaro Obregón
e84e5fcd448dcb6218f0f7903edbb409e7685c36ce7afe1719ae9418625460c3,"Hospital Central Sur de Alta Especialidad, PEMEX",Cardiología Clínica,Cardiología Intervencionista,Residente de especialidad R3,Hombre,28-32,NULL,2024-10-15 1:34:54,243012268240,2025-01-16 2:46:30,722635827435,464294931925,Suspender glimepirida e iniciar canagliflozina,CORRECTA,MX,Álvaro Obregón
e84e5fcd448dcb6218f0f7903edbb409e7685c36ce7afe1719ae9418625460c3,"Hospital Central Sur de Alta Especialidad, PEMEX",Cardiología Clínica,Cardiología Intervencionista,Residente de especialidad R3,Hombre,28-32,NULL,2024-10-15 1:34:54,243012268240,2025-01-16 2:46:30,172868572776,730859639732,Suspender dapagliflozina e iniciar canagliflozina,CORRECTA,MX,Álvaro Obregón
e84e5fcd448dcb6218f0f7903edbb409e7685c36ce7afe1719ae9418625460c3,"Hospital Central Sur de Alta Especialidad, PEMEX",Cardiología Clínica,Cardiología Intervencionista,Residente de especialidad R3,Hombre,28-32,NULL,2024-10-15 1:34:54,243012268240,2025-01-16 2:46:30,880544085300,261946534433,Canagliflozina,CORRECTA,MX,Álvaro Obregón
e84e5fcd448dcb6218f0f7903edbb409e7685c36ce7afe1719ae9418625460c3,"Hospital Central Sur de Alta Especialidad, PEMEX",Cardiología Clínica,Cardiología Intervencionista,Residente de especialidad R3,Hombre,28-32,NULL,2024-10-15 1:34:54,243012268240,2025-01-16 2:46:30,420398091106,185612297913,300 mg cada 24 horas,CORRECTA,MX,Álvaro Obregón
83294ac0b78f34cc0bd532f502357e8e13c0cc23b10092af2dbd934b5dff9b20,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",NULL,NULL,NULL,NULL,NULL,NULL,2024-06-26 1:35:01,224456467203,2025-01-16 3:50:16,811397706897,132361979824,Canagliflozina,CORRECTA,MX,General Escobedo
fa93a131d9175f0e5c32f8f0414b9f6aef497db5ab918514c574ac30a8ea75ed,"UMAE Hospital de Especialidades CMN La Raza, IMSS",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,864904542271,2025-01-16 7:34:33,420398091106,185612297913,300 mg cada 24 horas,CORRECTA,MX,Puebla
fa93a131d9175f0e5c32f8f0414b9f6aef497db5ab918514c574ac30a8ea75ed,"UMAE Hospital de Especialidades CMN La Raza, IMSS",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,596839918429,2025-01-16 7:52:35,722635827435,464294931925,Suspender glimepirida e iniciar canagliflozina,CORRECTA,MX,Puebla
fa93a131d9175f0e5c32f8f0414b9f6aef497db5ab918514c574ac30a8ea75ed,"UMAE Hospital de Especialidades CMN La Raza, IMSS",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,116903994653,2025-01-16 8:16:58,307921826773,987554236949,Suspender dapagliflozina e iniciar canagliflozina,CORRECTA,MX,Mexico City
eaf2613da36e530eaa48f5ed2749933a77bd2220e06464d76cd4753d1f620a49,"UMAE Hospital de Cardiología CMN SXXI, IMSS",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2024-02-20 3:20:06,400356582654,2025-01-16 15:15:40,386275999557,925556067959,Menor mortalidad  y hospitalizaciones por causa cardiovascular,CORRECTA,MX,Mexico City
e6d3898f5fe8df8e2040b3a3afd167b2e5bca53b74be7c12071d1a8cfe737980,"UMAE H. Especialidades No 14, C.M.N. “Adolfo Ruíz Cortines”, IMSS, Veracruz",Cardiología Clínica,Electrofisiología,Residente de especialidad R3,Mujer,28-32,NULL,2025-01-07 14:43:07,401069597710,2025-01-16 15:50:51,358933197576,833315648609,Canagliflozina,CORRECTA,MX,Puebla City
e6d3898f5fe8df8e2040b3a3afd167b2e5bca53b74be7c12071d1a8cfe737980,"UMAE H. Especialidades No 14, C.M.N. “Adolfo Ruíz Cortines”, IMSS, Veracruz",Cardiología Clínica,Electrofisiología,Residente de especialidad R3,Mujer,28-32,NULL,2025-01-07 14:43:07,198114939989,2025-01-16 16:36:10,235094532884,295543149769,Amputación,INCORRECTA,MX,Puebla City
e6d3898f5fe8df8e2040b3a3afd167b2e5bca53b74be7c12071d1a8cfe737980,"UMAE H. Especialidades No 14, C.M.N. “Adolfo Ruíz Cortines”, IMSS, Veracruz",Cardiología Clínica,Electrofisiología,Residente de especialidad R3,Mujer,28-32,NULL,2025-01-07 14:43:07,198114939989,2025-01-16 16:36:10,299836327154,353241764011,Canagliflozina,CORRECTA,MX,Puebla City
ba34e4ddf9f7f8fc0d0e711387ae7a60be4b81a404a20fab8d2307aceba31cfa,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",Cardiología Clínica,Cardiología Intervencionista,Residente de especialidad,Hombre,28-32,NULL,2024-05-06 19:36:35,147705972384,2025-01-16 16:43:55,802514632691,871916366119,Evitar el deterioro de la función renal y mejoría de los desenlaces renales,CORRECTA,MX,Culiacán
653e94be7b4f70937b7ddaf3a6d372908b5e29e46c0a6af13b52ee72cffff5d2,"Centro Médico Nacional 20 de Noviembre, ISSSTE",NULL,NULL,Residente de especialidad R3,NULL,NULL,NULL,2024-02-20 3:20:06,149687697989,2025-01-16 17:17:28,802514632691,871916366119,Evitar el deterioro de la función renal y mejoría de los desenlaces renales,CORRECTA,MX,Mexico City
16c62691b6287d42ca7df26d2602a9e458f66d7617526f2597c094f05d94bfce,"UMAE Hospital de Especialidades Lic. Manuel Ávila Camacho, IMSS Puebla",Cardiología Clínica,NULL,Residente de especialidad R3,NULL,NULL,Sí,2024-10-09 3:37:39,835870962114,2025-01-16 17:24:21,828965380693,832250567826,Empagliflozina,INCORRECTA,MX,Puebla City
1535edc372c96c5b7d846acf7379fe60e68e5548230dc43d68f2917039c38018,"UMAE Hospital de Especialidades CMN de Occidente, IMSS Guadalajara",Cardiología Clínica,NULL,Residente de especialidad,NULL,NULL,Sí,2023-10-27 2:55:02,519562575123,2025-01-16 17:30:34,299836327154,353241764011,Glimepirida,INCORRECTA,MX,Guadalajara
1535edc372c96c5b7d846acf7379fe60e68e5548230dc43d68f2917039c38018,"UMAE Hospital de Especialidades CMN de Occidente, IMSS Guadalajara",Cardiología Clínica,NULL,Residente de especialidad,NULL,NULL,Sí,2023-10-27 2:55:02,519562575123,2025-01-16 17:30:34,382069957680,467207096208,Canagliflozina,CORRECTA,MX,Guadalajara
91139ffed6311adeb4a4777743f7b4aaafa84ad4d257c8233a2d5c5edf5ec351,"Centro Médico Nacional 20 de Noviembre, ISSSTE",Cardiología Clínica,Rehabilitación Cardiaca,Residente de especialidad,Hombre,28-32,NULL,2023-10-27 17:40:37,182880534417,2025-01-16 17:35:52,995125112600,754403653529,Canagliflozina,CORRECTA,MX,Veracruz
8ef55cb7e1b54187745c3c448c0b02a172630c7b1d4c5e661dfe2aa28639e53e,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",NULL,NULL,Residente de especialidad R2,NULL,NULL,NULL,2024-12-09 22:47:03,325189928896,2025-01-17 0:01:37,373327222341,632458155555,Menor requirimiento dialítico y mortalidad por causa renal,CORRECTA,MX,Monterrey
83294ac0b78f34cc0bd532f502357e8e13c0cc23b10092af2dbd934b5dff9b20,"UMAE No. 34 Hospital de Especialidades, IMSS Monterrey",NULL,NULL,NULL,NULL,NULL,NULL,2024-06-26 1:35:01,981923775867,2025-01-17 1:53:03,732853430059,728742011873,Dapagliflozina,INCORRECTA,MX,General Escobedo
eaf2613da36e530eaa48f5ed2749933a77bd2220e06464d76cd4753d1f620a49,"UMAE Hospital de Cardiología CMN SXXI, IMSS",Cardiología Clínica,NULL,NULL,NULL,NULL,Sí,2024-02-20 3:20:06,179122928523,2025-01-17 2:02:37,373327222341,632458155555,Menor requirimiento dialítico y mortalidad por causa renal,CORRECTA,MX,Cuauhtémoc
0097f889300ff81a33fdec4e703a967df42f2dcc1ee24dc6f3e99dd65ff8cc29,"Centro Médico Nacional 20 de Noviembre, ISSSTE",Cardiología Clínica,Cardiología Intervencionista,Residente de especialidad,Hombre,28-32,NULL,2024-01-05 4:53:33,677172615244,2025-01-17 3:43:56,498202451851,826237798183,Canagliflozina,CORRECTA,MX,Zapopan
0097f889300ff81a33fdec4e703a967df42f2dcc1ee24dc6f3e99dd65ff8cc29,"Centro Médico Nacional 20 de Noviembre, ISSSTE",Cardiología Clínica,Cardiología Intervencionista,Residente de especialidad,Hombre,28-32,NULL,2024-01-05 4:53:33,677172615244,2025-01-17 3:43:56,382069957680,467207096208,Canagliflozina,CORRECTA,MX,Zapopan
8150591466e700cd3171d7ad6a0d74defb84b722299a29b6709e083cabcc255d,"UMAE Hospital de Cardiología CMN SXXI, IMSS",NULL,NULL,Residente de especialidad R3,Hombre,28-32,Sí,2024-01-31 2:10:58,719427083274,2025-01-17 5:12:09,811397706897,132361979824,Canagliflozina,CORRECTA,MX,Benito Juarez
8150591466e700cd3171d7ad6a0d74defb84b722299a29b6709e083cabcc255d,"UMAE Hospital de Cardiología CMN SXXI, IMSS",NULL,NULL,Residente de especialidad R3,Hombre,28-32,Sí,2024-01-31 2:10:58,719427083274,2025-01-17 5:12:09,649113701688,483481238518,Canagliflozina,CORRECTA,MX,Benito Juarez
4c4b55ff0d83d7f9a324c9ab7fb72df69ba330d2e43a632a0e5a7d6078c6cf8d,"Hospital Regional 1º de Octubre, ISSSTE",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,908785248937,2025-01-17 6:52:36,156104737096,378135937744,Evitar el deterioro de la función renal y mejoría de los desenlaces renales,CORRECTA,MX,Venustiano Carranza
fa93a131d9175f0e5c32f8f0414b9f6aef497db5ab918514c574ac30a8ea75ed,"UMAE Hospital de Especialidades CMN La Raza, IMSS",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,597349473153,2025-01-17 8:01:44,873347891522,146764235544,100 mg cada 24 horas,CORRECTA,MX,Puebla
fa93a131d9175f0e5c32f8f0414b9f6aef497db5ab918514c574ac30a8ea75ed,"UMAE Hospital de Especialidades CMN La Raza, IMSS",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,968342080413,2025-01-17 8:17:14,274993632305,508538415750,Cetoacidosis euglucémica,INCORRECTA,MX,Puebla
fa93a131d9175f0e5c32f8f0414b9f6aef497db5ab918514c574ac30a8ea75ed,"UMAE Hospital de Especialidades CMN La Raza, IMSS",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,762824481024,2025-01-17 8:27:21,386275999557,925556067959,Menor mortalidad  y hospitalizaciones por causa cardiovascular,CORRECTA,MX,Puebla
fa93a131d9175f0e5c32f8f0414b9f6aef497db5ab918514c574ac30a8ea75ed,"UMAE Hospital de Especialidades CMN La Raza, IMSS",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,863534052171,2025-01-17 8:32:35,323283717965,959549851334,Canagliflozina,CORRECTA,MX,Puebla
fa93a131d9175f0e5c32f8f0414b9f6aef497db5ab918514c574ac30a8ea75ed,"UMAE Hospital de Especialidades CMN La Raza, IMSS",NULL,NULL,NULL,NULL,NULL,NULL,2024-02-20 3:20:06,331569835488,2025-01-17 8:45:59,244557541550,763613203988,300 mg cada 24 horas,CORRECTA,MX,Puebla
653e94be7b4f70937b7ddaf3a6d372908b5e29e46c0a6af13b52ee72cffff5d2,"Centro Médico Nacional 20 de Noviembre, ISSSTE",NULL,NULL,Residente de especialidad R3,NULL,NULL,NULL,2024-02-20 3:20:06,761955473577,2025-01-17 15:51:33,323283717965,959549851334,Canagliflozina,CORRECTA,MX,Gustavo Adolfo Madero
e4a975e7ca07eb9ef074442a68bfc25a2dcf1ed9b543695f01674323b5e5add2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-09-05 0:26:29,341844289252,2025-01-17 16:51:46,732853430059,728742011873,Canagliflozina,CORRECTA,MX,San Nicolás de los Garza
